job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size
ML Engineer,Senior-level,Full-time,On-site,2023,United States,187000,USD,187000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,212800,USD,212800,United States,Large
Research Scientist,Mid-level,Full-time,On-site,2023,United States,124100,USD,124100,United States,Large
Data Scientist,Entry-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium
Data Scientist,Entry-level,Full-time,On-site,2023,United States,80000,USD,80000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,130000,USD,130000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,240810,USD,240810,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,126800,USD,126800,United States,Medium
Data Science Engineer,Senior-level,Full-time,Remote,2023,United States,145000,USD,145000,United States,Medium
Data Science Engineer,Senior-level,Full-time,Remote,2023,United States,135000,USD,135000,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,222000,USD,222000,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,132000,USD,132000,United States,Medium
Applied Scientist,Senior-level,Full-time,Remote,2023,United States,250000,USD,250000,United States,Medium
Applied Scientist,Senior-level,Full-time,Remote,2023,United States,170000,USD,170000,United States,Medium
Machine Learning Infrastructure Engineer,Senior-level,Full-time,On-site,2023,United States,250000,USD,250000,United States,Medium
Machine Learning Infrastructure Engineer,Senior-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,222000,USD,222000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,132000,USD,132000,United States,Medium
Business Data Analyst,Senior-level,Full-time,Hybrid,2023,United States,94000,USD,94000,United States,Large
Data Science,Senior-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium
Data Science,Senior-level,Full-time,On-site,2023,United States,70000,USD,70000,United States,Medium
Data Science,Senior-level,Full-time,On-site,2023,United States,245000,USD,245000,United States,Medium
Data Science,Senior-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium
Data Science,Senior-level,Full-time,On-site,2023,United States,207900,USD,207900,United States,Medium
Data Science,Senior-level,Full-time,On-site,2023,United States,158400,USD,158400,United States,Medium
Data Science,Senior-level,Full-time,On-site,2023,United States,138000,USD,138000,United States,Medium
Data Science,Senior-level,Full-time,On-site,2023,United States,86000,USD,86000,United States,Medium
Data Science,Senior-level,Full-time,Remote,2023,United States,135800,USD,135800,United States,Medium
Data Science,Senior-level,Full-time,Remote,2023,United States,95100,USD,95100,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,190000,USD,190000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,260000,USD,260000,United States,Large
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,136000,USD,136000,United States,Large
Data Architect,Senior-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,166375,USD,166375,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,212800,USD,212800,United States,Large
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,115100,USD,115100,United States,Large
Data Specialist,Mid-level,Full-time,On-site,2023,United States,60000,USD,60000,United States,Medium
Data Specialist,Mid-level,Full-time,On-site,2023,United States,48000,USD,48000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,60000,USD,60000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,55000,USD,55000,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,205500,USD,205500,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,132500,USD,132500,United States,Medium
Data Science,Mid-level,Full-time,On-site,2023,United States,223600,USD,223600,United States,Large
Data Science,Mid-level,Full-time,On-site,2023,United States,115000,USD,115000,United States,Large
Research Scientist,Mid-level,Full-time,On-site,2023,United States,165000,USD,165000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium
Research Analyst,Entry-level,Full-time,Remote,2023,United States,62000,USD,62000,United States,Medium
Research Analyst,Entry-level,Full-time,Remote,2023,United States,49000,USD,49000,United States,Medium
Machine Learning Operations Engineer,Senior-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium
Machine Learning Operations Engineer,Senior-level,Full-time,On-site,2023,United States,140000,USD,140000,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,106100,USD,106100,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,74300,USD,74300,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,245000,USD,245000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium
Data Manager,Mid-level,Full-time,On-site,2023,United States,132300,USD,132300,United States,Medium
Data Manager,Mid-level,Full-time,On-site,2023,United States,93000,USD,93000,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,234000,USD,234000,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,146000,USD,146000,United States,Medium
Data Manager,Senior-level,Full-time,On-site,2023,United States,96600,USD,96600,United States,Medium
Data Manager,Senior-level,Full-time,On-site,2023,United States,55200,USD,55200,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,83300,USD,83300,United States,Medium
Data Visualization Specialist,Entry-level,Full-time,On-site,2023,United States,99300,USD,99300,United States,Medium
Data Visualization Specialist,Entry-level,Full-time,On-site,2023,United States,82800,USD,82800,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,110841,USD,110841,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,101000,USD,101000,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,50000,USD,50000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,182500,USD,182500,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,121700,USD,121700,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,134500,USD,134500,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,91460,USD,91460,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium
Research Analyst,Entry-level,Full-time,On-site,2023,United States,75753,USD,75753,United States,Medium
Research Analyst,Entry-level,Full-time,On-site,2023,United States,47423,USD,47423,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,124935,USD,124935,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,76050,USD,76050,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,286000,USD,286000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,143000,USD,143000,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,106400,USD,106400,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,70000,USD,70000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,243600,USD,243600,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,148200,USD,148200,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,131600,USD,131600,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,82400,USD,82400,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,245700,USD,245700,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,132300,USD,132300,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,155750,USD,155750,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,79350,USD,79350,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,234000,USD,234000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,117000,USD,117000,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023,United States,242000,USD,242000,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023,United States,106200,USD,106200,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,123900,USD,123900,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,75000,USD,75000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,136500,USD,136500,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,123500,USD,123500,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,227500,USD,227500,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,145600,USD,145600,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,186754,USD,186754,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,101000,USD,101000,United States,Medium
Data Scientist,Entry-level,Full-time,On-site,2023,United States,149800,USD,149800,United States,Medium
Data Scientist,Entry-level,Full-time,On-site,2023,United States,70800,USD,70800,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,132000,USD,132000,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,111000,USD,111000,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,162000,USD,162000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,135000,USD,135000,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,115000,USD,115000,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,95000,USD,95000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,238000,USD,238000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,144500,USD,144500,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,98500,USD,98500,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United States,209300,USD,209300,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United States,123800,USD,123800,United States,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,2023,United States,130400,USD,130400,United States,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,2023,United States,70800,USD,70800,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,75000,USD,75000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,300000,USD,300000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,254900,USD,254900,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,203920,USD,203920,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,191200,USD,191200,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,170186,USD,170186,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium
NLP Engineer,Executive-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium
NLP Engineer,Executive-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium
MLOps Engineer,Senior-level,Full-time,On-site,2023,United States,247300,USD,247300,United States,Medium
MLOps Engineer,Senior-level,Full-time,On-site,2023,United States,139700,USD,139700,United States,Medium
Marketing Data Scientist,Senior-level,Full-time,Hybrid,2023,United States,90000,USD,90000,United States,Large
Data Architect,Senior-level,Full-time,On-site,2023,United States,198000,USD,198000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,94000,USD,94000,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,219100,USD,219100,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,118500,USD,118500,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,128000,USD,128000,United States,Medium
Data Engineer,Entry-level,Full-time,Remote,2023,United States,60000,USD,60000,United States,Medium
Data Engineer,Entry-level,Full-time,Remote,2023,United States,48000,USD,48000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,234000,USD,234000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,146000,USD,146000,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,130100,USD,130100,United States,Medium
Business Intelligence Manager,Mid-level,Full-time,On-site,2023,United States,166500,USD,166500,United States,Medium
Business Intelligence Manager,Mid-level,Full-time,On-site,2023,United States,104000,USD,104000,United States,Medium
AI Engineer,Mid-level,Full-time,On-site,2023,United States,166000,USD,166000,United States,Medium
AI Engineer,Mid-level,Full-time,On-site,2023,United States,73100,USD,73100,United States,Medium
Research Engineer,Entry-level,Full-time,On-site,2023,United States,98000,USD,98000,United States,Medium
Research Engineer,Entry-level,Full-time,On-site,2023,United States,73000,USD,73000,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,183540,USD,183540,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,132000,USD,132000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,240000,USD,240000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,133000,USD,133000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,273500,USD,273500,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,182500,USD,182500,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2023,United States,240960,USD,240960,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2023,United States,176000,USD,176000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,130000,USD,130000,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023,United States,162240,USD,162240,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023,United States,47840,USD,47840,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,296980,USD,296980,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,123740,USD,123740,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2023,United States,247250,USD,247250,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,146000,USD,146000,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,115000,USD,115000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,370000,USD,370000,United States,Medium
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Large
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023,United States,79600,USD,79600,United States,Large
Data Science Consultant,Senior-level,Full-time,On-site,2023,United States,125000,USD,125000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,235000,USD,235000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,175000,USD,175000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,185000,USD,185000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,128000,USD,128000,United States,Medium
Data Engineer,Executive-level,Full-time,Remote,2023,United States,350000,USD,350000,United States,Medium
Data Engineer,Executive-level,Full-time,Remote,2023,United States,268000,USD,268000,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Medium
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,80000,USD,80000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,234485,USD,234485,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,112655,USD,112655,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,146000,USD,146000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,199700,USD,199700,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,70800,USD,70800,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,99900,USD,99900,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,158000,USD,158000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,90300,USD,90300,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,266500,USD,266500,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,152000,USD,152000,United States,Medium
Research Analyst,Entry-level,Full-time,Remote,2023,United States,70000,USD,70000,United States,Medium
Research Analyst,Entry-level,Full-time,Remote,2023,United States,60000,USD,60000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,187200,USD,187200,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,140400,USD,140400,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,156400,USD,156400,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,190900,USD,190900,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,109100,USD,109100,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,98500,USD,98500,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023,United States,195200,USD,195200,United States,Large
Research Scientist,Entry-level,Full-time,On-site,2023,United States,100400,USD,100400,United States,Large
Data Analyst,Mid-level,Full-time,Remote,2023,United States,125000,USD,125000,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2023,United States,100000,USD,100000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,181700,USD,181700,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,64300,USD,64300,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,185900,USD,185900,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,129300,USD,129300,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,85000,USD,85000,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,80000,USD,80000,United States,Medium
Data Science Manager,Senior-level,Full-time,Remote,2023,United States,120000,USD,120000,United States,Medium
Data Science Manager,Senior-level,Full-time,Remote,2023,United States,52100,USD,52100,United States,Medium
AI Scientist,Senior-level,Full-time,On-site,2023,United States,219000,USD,219000,United States,Medium
AI Scientist,Senior-level,Full-time,On-site,2023,United States,152000,USD,152000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,204500,USD,204500,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,142200,USD,142200,United States,Medium
Data Visualization Specialist,Mid-level,Full-time,On-site,2023,United States,158000,USD,158000,United States,Medium
Data Visualization Specialist,Mid-level,Full-time,On-site,2023,United States,90300,USD,90300,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,170000,USD,170000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,175000,USD,175000,United States,Medium
Applied Scientist,Mid-level,Full-time,On-site,2023,United States,260000,USD,260000,United States,Large
Data Engineer,Senior-level,Full-time,On-site,2023,United States,152375,USD,152375,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,94000,USD,94000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,82000,USD,82000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,77000,USD,77000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,196000,USD,196000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,94000,USD,94000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,264846,USD,264846,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,143060,USD,143060,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,203000,USD,203000,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,89030,USD,89030,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,160800,USD,160800,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,92700,USD,92700,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,62000,USD,62000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,51000,USD,51000,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,137500,USD,137500,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,50000,USD,50000,United States,Medium
BI Developer,Mid-level,Full-time,On-site,2023,United States,154800,USD,154800,United States,Medium
BI Developer,Mid-level,Full-time,On-site,2023,United States,76300,USD,76300,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,240000,USD,240000,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,240000,USD,240000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,465000,USD,465000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,385000,USD,385000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,240000,USD,240000,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,116300,USD,116300,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,84600,USD,84600,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023,United States,129700,USD,129700,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023,United States,86500,USD,86500,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,225300,USD,225300,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,197400,USD,197400,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,266000,USD,266000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,152000,USD,152000,United States,Medium
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,224000,USD,224000,United States,Medium
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,165000,USD,165000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,255000,USD,255000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,169000,USD,169000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,169000,USD,169000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,91000,USD,91000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,136500,USD,136500,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,248100,USD,248100,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,145900,USD,145900,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,185100,USD,185100,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,133300,USD,133300,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,115000,USD,115000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,186000,USD,186000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,81800,USD,81800,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,100000,USD,100000,United States,Medium
Machine Learning Researcher,Mid-level,Full-time,On-site,2023,United States,224400,USD,224400,United States,Medium
Machine Learning Researcher,Mid-level,Full-time,On-site,2023,United States,138700,USD,138700,United States,Medium
Data Engineer,Executive-level,Full-time,Remote,2023,United States,210000,USD,210000,United States,Medium
Data Engineer,Executive-level,Full-time,Remote,2023,United States,168000,USD,168000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,224400,USD,224400,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,138700,USD,138700,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,300000,USD,300000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,234000,USD,234000,United States,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,140000,USD,140000,United States,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,120000,USD,120000,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,273400,USD,273400,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,182200,USD,182200,United States,Medium
BI Developer,Senior-level,Full-time,On-site,2023,United States,167500,USD,167500,United States,Medium
BI Developer,Senior-level,Full-time,On-site,2023,United States,106500,USD,106500,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,185900,USD,185900,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,129300,USD,129300,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,122000,USD,122000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,94500,USD,94500,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,176000,USD,176000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,223400,USD,223400,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,186200,USD,186200,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,167500,USD,167500,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,106500,USD,106500,United States,Medium
Research Analyst,Entry-level,Full-time,Remote,2023,United States,72000,USD,72000,United States,Medium
Research Analyst,Entry-level,Full-time,Remote,2023,United States,64000,USD,64000,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,179820,USD,179820,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,143860,USD,143860,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,283050,USD,283050,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,188700,USD,188700,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2023,United States,141298,USD,141298,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2023,United States,115607,USD,115607,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,287500,USD,287500,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,156000,USD,156000,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2023,United States,70000,USD,70000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,199000,USD,199000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,162000,USD,162000,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,170884,USD,170884,United States,Medium
